执行时间|信号日期|模式|股票代码|股票名称|信号价格|评分|详情
2025-11-17 23:49:49|2025-11-17|breakout_a|300192|科德教育|19.28|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.90 (VCP 参考: VCP-A, Score: 3.59) ***
2025-11-17 23:49:49|2025-11-17|breakout_a|300465|高伟达|24.60|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.94 (VCP 参考: VCP-B, Score: 2.66) ***
2025-11-17 23:49:49|2025-11-17|breakout_a|300626|华瑞股份|13.75|0|买入信号: 止损纠错 (价格=13.75 在MA5±区间内 (+4.8%), VCP: VCP-B, Score: 2.54)
2025-11-17 23:49:49|2025-11-17|breakout_a|300821|东岳硅材|14.42|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.85 (VCP 参考: VCP-D, Score: 1.26) ***
2025-11-17 23:49:49|2025-11-17|breakout_a|300937|药易购|36.26|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 0.84)
2025-11-17 23:49:49|2025-11-17|breakout_a|301379|天山电子|28.50|0|买入信号: 止损纠错 (价格=28.50 在MA5±区间内 (+0.2%), VCP: VCP-B, Score: 2.67)
2025-11-17 23:52:04|2025-11-17|rebound_a|001209|洪兴股份|22.00|0|*** 止跌反弹买入信号触发 @ 22.00 ***; 主升浪高点: 29.00 (2025-11-10); 回调幅度: 24.14%; 买入仓位: 80%
2025-11-17 23:52:04|2025-11-17|rebound_a|603169|兰石重装|10.06|0|*** 止跌反弹买入信号触发 @ 10.06 ***; 主升浪高点: 11.72 (2025-11-07); 回调幅度: 14.16%; 买入仓位: 80%
2025-11-17 23:52:04|2025-11-17|rebound_a|603759|海天股份|11.35|0|*** 止跌反弹买入信号触发 @ 11.35 ***; 主升浪高点: 15.96 (2025-11-07); 回调幅度: 28.88%; 买入仓位: 80%
2025-11-18 19:00:48|2025-11-18|breakout_a|000061|农 产 品|10.53|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.44)
2025-11-18 19:00:48|2025-11-18|breakout_a|000633|合金投资|8.29|0|买入信号: 止损纠错 (价格=8.29 在MA5±区间内 (+8.1%), VCP: VCP-C, Score: 1.62)
2025-11-18 19:00:48|2025-11-18|breakout_a|001266|宏英智能|33.72|0|买入信号: 止损纠错 (价格=33.72 在MA5±区间内 (+1.8%), VCP: VCP-C, Score: 2.02)
2025-11-18 19:00:48|2025-11-18|breakout_a|002029|七 匹 狼|11.69|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-D, Score: 1.40) ***
2025-11-18 19:00:48|2025-11-18|breakout_a|300584|海辰药业|63.20|0|买入信号: 回踩确认 (价格=63.20 在MA5±区间内 (-0.8%), VCP: VCP-C, Score: 2.38)
2025-11-18 19:00:48|2025-11-18|breakout_a|600156|华升股份|9.96|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.11)
2025-11-18 19:00:48|2025-11-18|breakout_a|600327|大东方|5.85|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.64)
2025-11-18 19:00:48|2025-11-18|breakout_a|600721|百花医药|10.23|0|买入信号: 回踩确认 (价格=10.23 在MA5±区间内 (+3.3%), VCP: VCP-B, Score: 2.62)
2025-11-18 19:00:48|2025-11-18|breakout_a|601360|三六零|14.02|0|买入信号: 止损纠错 (价格=14.02 在MA5±区间内 (+6.5%), VCP: VCP-D, Score: 1.44)
2025-11-18 19:00:48|2025-11-18|breakout_a|603655|朗博科技|39.73|0|买入信号: 回踩确认 (价格=39.73 在MA5±区间内 (-0.8%), VCP: VCP-B, Score: 2.59)
2025-11-18 19:00:48|2025-11-18|breakout_a|688005|容百科技|33.80|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.65)
2025-11-18 19:00:48|2025-11-18|breakout_a|688433|华曙高科|63.00|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.90 (VCP 参考: VCP-D, Score: 1.24) ***
2025-11-21 21:15:34|2025-11-21|breakout_a|001216|华瓷股份|22.44|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-C, Score: 1.65) ***
2025-11-21 21:15:34|2025-11-21|breakout_a|002069|獐子岛|4.75|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-D, Score: 1.14) ***
2025-11-21 21:15:34|2025-11-21|breakout_a|300250|初灵信息|29.65|0|买入信号: 回踩确认 (价格=29.65 在MA5±区间内 (+0.3%), VCP: VCP-D, Score: 1.16)
2025-11-21 21:15:34|2025-11-21|breakout_a|301256|华融化学|14.06|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.27)
2025-11-21 21:15:34|2025-11-21|breakout_a|605288|凯迪股份|92.55|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.19 (VCP 参考: VCP-B, Score: 2.97) ***
2025-11-21 21:15:34|2025-11-21|breakout_a|605339|南侨食品|20.96|0|买入信号: 止损纠错 (价格=20.96 在MA5±区间内 (+5.1%), VCP: VCP-C, Score: 1.53)
2025-11-23 22:39:12|2025-11-21|breakout_a|001216|华瓷股份|22.44|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-C, Score: 1.65) ***
2025-11-23 22:39:12|2025-11-21|breakout_a|002069|獐子岛|4.75|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.00 (VCP 参考: VCP-D, Score: 1.14) ***
2025-11-23 22:39:12|2025-11-21|breakout_a|300250|初灵信息|29.65|0|买入信号: 回踩确认 (价格=29.65 在MA5±区间内 (+0.3%), VCP: VCP-D, Score: 1.16)
2025-11-23 22:39:12|2025-11-21|breakout_a|301256|华融化学|14.06|6|买入信号:【快速通道】【B级】 (VCP: VCP-D, Score: 1.27)
2025-11-23 22:39:12|2025-11-21|breakout_a|605288|凯迪股份|92.55|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 1.19 (VCP 参考: VCP-B, Score: 2.97) ***
2025-11-23 22:39:12|2025-11-21|breakout_a|605339|南侨食品|20.96|0|买入信号: 止损纠错 (价格=20.96 在MA5±区间内 (+5.1%), VCP: VCP-C, Score: 1.53)
2025-11-24 18:50:18|2025-11-24|breakout_a|001234|泰慕士|31.84|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.68 (VCP 参考: VCP-C, Score: 2.07) ***
2025-11-24 18:50:18|2025-11-24|breakout_a|002301|齐心集团|7.79|0|买入信号: 止损纠错 (价格=7.79 在MA5±区间内 (+2.8%), VCP: VCP-D, Score: 1.26)
2025-11-24 18:50:18|2025-11-24|breakout_a|300123|亚光科技|7.41|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.06 (VCP 参考: VCP-D, Score: 1.17) ***
2025-11-24 18:50:18|2025-11-24|breakout_a|300785|值得买|47.00|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 1.86 (VCP 参考: VCP-D, Score: 1.46) ***
2025-11-24 18:50:18|2025-11-24|breakout_a|301262|海看股份|27.65|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.45 (VCP 参考: VCP-B, Score: 2.58) ***
2025-11-24 18:50:18|2025-11-24|breakout_a|600996|贵广网络|11.18|0|买入信号: 回踩确认 (价格=11.18 在MA5±区间内 (+5.7%), VCP: VCP-C, Score: 1.84)
2025-11-24 18:53:21|2025-11-24|rebound_a|002196|方正电机|12.89|0|*** 止跌反弹买入信号触发 @ 12.89 ***; 主升浪高点: 16.92 (2025-11-12); 回调幅度: 23.82%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|002242|九阳股份|10.33|0|*** 止跌反弹买入信号触发 @ 10.33 ***; 主升浪高点: 12.17 (2025-11-14); 回调幅度: 15.12%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|002300|太阳电缆|6.68|0|*** 止跌反弹买入信号触发 @ 6.68 ***; 主升浪高点: 8.32 (2025-11-10); 回调幅度: 19.71%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|002639|雪人集团|14.25|0|*** 止跌反弹买入信号触发 @ 14.25 ***; 主升浪高点: 15.00 (2025-11-10); 回调幅度: 5.00%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|300318|博晖创新|6.62|0|*** 止跌反弹买入信号触发 @ 6.62 ***; 主升浪高点: 8.17 (2025-11-13); 回调幅度: 18.97%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|300438|鹏辉能源|47.51|0|*** 止跌反弹买入信号触发 @ 47.51 ***; 主升浪高点: 53.71 (2025-11-05); 回调幅度: 11.54%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|300903|科翔股份|16.61|0|*** 止跌反弹买入信号触发 @ 16.61 ***; 主升浪高点: 21.33 (2025-11-13); 回调幅度: 22.13%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|300937|药易购|30.89|0|*** 止跌反弹买入信号触发 @ 30.89 ***; 主升浪高点: 37.59 (2025-11-14); 回调幅度: 17.82%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|300997|欢乐家|22.32|0|*** 止跌反弹买入信号触发 @ 22.32 ***; 主升浪高点: 29.40 (2025-11-13); 回调幅度: 24.08%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|301361|众智科技|32.64|0|*** 止跌反弹买入信号触发 @ 32.64 ***; 主升浪高点: 40.68 (2025-11-10); 回调幅度: 19.76%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|600089|特变电工|21.52|0|*** 止跌反弹买入信号触发 @ 21.52 ***; 主升浪高点: 26.50 (2025-11-07); 回调幅度: 18.79%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|600678|四川金顶|9.96|0|*** 止跌反弹买入信号触发 @ 9.96 ***; 主升浪高点: 12.16 (2025-11-11); 回调幅度: 18.09%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|600939|重庆建工|3.55|0|*** 止跌反弹买入信号触发 @ 3.55 ***; 主升浪高点: 4.37 (2025-11-10); 回调幅度: 18.76%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|603530|神马电力|38.97|0|*** 止跌反弹买入信号触发 @ 38.97 ***; 主升浪高点: 51.88 (2025-11-11); 回调幅度: 24.88%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|603556|海兴电力|33.22|0|*** 止跌反弹买入信号触发 @ 33.22 ***; 主升浪高点: 38.85 (2025-11-11); 回调幅度: 14.49%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|603663|三祥新材|30.89|0|*** 止跌反弹买入信号触发 @ 30.89 ***; 主升浪高点: 39.07 (2025-11-12); 回调幅度: 20.94%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|605060|联德股份|34.24|0|*** 止跌反弹买入信号触发 @ 34.24 ***; 主升浪高点: 42.50 (2025-11-10); 回调幅度: 19.44%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|688353|华盛锂电|93.40|0|*** 止跌反弹买入信号触发 @ 93.40 ***; 主升浪高点: 139.20 (2025-11-14); 回调幅度: 32.90%; 买入仓位: 80%
2025-11-24 18:53:21|2025-11-24|rebound_a|688670|金迪克|21.46|0|*** 止跌反弹买入信号触发 @ 21.46 ***; 主升浪高点: 28.03 (2025-11-14); 回调幅度: 23.44%; 买入仓位: 80%
2025-11-25 20:25:46|2025-11-25|breakout_a|000633|合金投资|8.37|0|买入信号: 止损纠错 (价格=8.37 在MA5±区间内 (+3.2%), VCP: VCP-C, Score: 1.57)
2025-11-25 20:25:46|2025-11-25|breakout_a|601116|三江购物|15.90|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.21 (VCP 参考: VCP-C, Score: 2.08) ***
2025-11-25 20:25:46|2025-11-25|breakout_a|601606|长城军工|57.30|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.44)
2025-11-25 20:25:46|2025-11-25|breakout_a|603169|兰石重装|10.96|0|买入信号: 回踩确认 (价格=10.96 在MA5±区间内 (+2.3%), VCP: VCP-D, Score: 1.27)
2025-11-25 20:25:46|2025-11-25|breakout_a|603881|数据港|36.47|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.66 (VCP 参考: VCP-B, Score: 3.14) ***
2025-11-25 20:25:46|2025-11-25|breakout_a|603903|中持股份|16.46|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.09)
2025-11-25 20:29:00|2025-11-25|rebound_a|000533|顺钠股份|8.03|0|*** 止跌反弹买入信号触发 @ 8.03 ***; 主升浪高点: 9.94 (2025-11-10); 回调幅度: 19.22%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|000566|海南海药|8.40|0|*** 止跌反弹买入信号触发 @ 8.40 ***; 主升浪高点: 8.00 (2025-11-18); 回调幅度: -5.00%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|000973|佛塑科技|13.22|0|*** 止跌反弹买入信号触发 @ 13.22 ***; 主升浪高点: 13.75 (2025-11-17); 回调幅度: 3.85%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|002198|嘉应制药|7.34|0|*** 止跌反弹买入信号触发 @ 7.34 ***; 主升浪高点: 8.43 (2025-11-17); 回调幅度: 12.93%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|002256|兆新股份|3.45|0|*** 止跌反弹买入信号触发 @ 3.45 ***; 主升浪高点: 4.20 (2025-11-13); 回调幅度: 17.86%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|002418|康盛股份|4.79|0|*** 止跌反弹买入信号触发 @ 4.79 ***; 主升浪高点: 5.75 (2025-11-07); 回调幅度: 16.70%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|002451|摩恩电气|10.37|0|*** 止跌反弹买入信号触发 @ 10.37 ***; 主升浪高点: 15.19 (2025-11-13); 回调幅度: 31.73%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|300072|海新能科|4.66|0|*** 止跌反弹买入信号触发 @ 4.66 ***; 主升浪高点: 6.18 (2025-11-13); 回调幅度: 24.60%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|300393|中来股份|7.36|0|*** 止跌反弹买入信号触发 @ 7.36 ***; 主升浪高点: 8.80 (2025-11-17); 回调幅度: 16.36%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|301150|中一科技|44.91|0|*** 止跌反弹买入信号触发 @ 44.91 ***; 主升浪高点: 62.74 (2025-11-17); 回调幅度: 28.42%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|301358|湖南裕能|68.75|0|*** 止跌反弹买入信号触发 @ 68.75 ***; 主升浪高点: 82.48 (2025-11-07); 回调幅度: 16.65%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|600737|中粮糖业|17.26|0|*** 止跌反弹买入信号触发 @ 17.26 ***; 主升浪高点: 19.39 (2025-11-13); 回调幅度: 10.99%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|601888|中国中免|79.69|0|*** 止跌反弹买入信号触发 @ 79.69 ***; 主升浪高点: 90.53 (2025-11-11); 回调幅度: 11.97%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|603052|可川科技|31.80|0|*** 止跌反弹买入信号触发 @ 31.80 ***; 主升浪高点: 37.81 (2025-11-07); 回调幅度: 15.90%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|603396|金辰股份|33.10|0|*** 止跌反弹买入信号触发 @ 33.10 ***; 主升浪高点: 38.90 (2025-11-19); 回调幅度: 14.91%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|603778|国晟科技|8.90|0|*** 止跌反弹买入信号触发 @ 8.90 ***; 主升浪高点: 8.50 (2025-11-14); 回调幅度: -4.71%; 买入仓位: 80%
2025-11-25 20:29:00|2025-11-25|rebound_a|688148|芳源股份|9.47|0|*** 止跌反弹买入信号触发 @ 9.47 ***; 主升浪高点: 12.91 (2025-11-11); 回调幅度: 26.65%; 买入仓位: 80%
2025-11-26 20:31:18|2025-11-26|breakout_a|001296|长江材料|28.10|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.11)
2025-11-26 20:31:18|2025-11-26|breakout_a|002307|北新路桥|5.74|0|*** 二次确认信号已执行，解除观察模式，当前过热分: 0.44 (VCP 参考: VCP-C, Score: 1.84) ***
2025-11-26 20:31:18|2025-11-26|breakout_a|603216|梦天家居|23.69|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.51)
2025-11-26 20:31:18|2025-11-26|breakout_a|688109|品茗科技|174.50|0|买入信号: 回踩确认 (价格=174.50 在MA5±区间内 (+6.8%), VCP: VCP-D, Score: 1.21)
2025-11-26 20:34:55|2025-11-26|rebound_a|002596|海南瑞泽|5.92|0|*** 止跌反弹买入信号触发 @ 5.92 ***; 主升浪高点: 5.20 (2025-11-18); 回调幅度: -13.85%; 买入仓位: 80%
2025-11-26 20:34:55|2025-11-26|rebound_a|300584|海辰药业|56.27|0|*** 止跌反弹买入信号触发 @ 56.27 ***; 主升浪高点: 69.14 (2025-11-17); 回调幅度: 18.61%; 买入仓位: 80%
2025-11-26 20:34:55|2025-11-26|rebound_a|301057|汇隆新材|27.49|0|*** 止跌反弹买入信号触发 @ 27.49 ***; 主升浪高点: 31.04 (2025-11-14); 回调幅度: 11.44%; 买入仓位: 80%
2025-11-26 20:34:55|2025-11-26|rebound_a|603929|亚翔集成|56.70|0|*** 止跌反弹买入信号触发 @ 56.70 ***; 主升浪高点: 56.15 (2025-11-19); 回调幅度: -0.98%; 买入仓位: 80%
2025-11-27 21:13:45|2025-11-27|breakout_a|000020|深华发Ａ|17.06|0|买入信号: 止损纠错 (价格=17.06 在MA5±区间内 (+6.0%), VCP: VCP-C, Score: 2.32)
2025-11-27 21:13:45|2025-11-27|breakout_a|002398|垒知集团|6.17|0|买入信号: 回踩确认 (价格=6.17 在MA5±区间内 (+1.7%), VCP: VCP-C, Score: 2.13)
2025-11-27 21:13:45|2025-11-27|breakout_a|301159|三维天地|42.21|0|买入信号: 回踩确认 (价格=42.21 在MA5±区间内 (+4.4%), VCP: VCP-C, Score: 1.67)
2025-11-27 21:13:45|2025-11-27|breakout_a|603155|新亚强|18.58|0|买入信号: 止损纠错 (价格=18.58 在MA5±区间内 (+4.2%), VCP: VCP-C, Score: 1.89)
2025-11-27 21:13:45|2025-11-27|breakout_a|603286|日盈电子|48.34|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 2.32)
2025-11-27 21:17:43|2025-11-27|rebound_a|000973|佛塑科技|12.70|0|*** 止跌反弹买入信号触发 @ 12.70 ***; 主升浪高点: 13.75 (2025-11-17); 回调幅度: 7.64%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|002136|安 纳 达|12.42|0|*** 止跌反弹买入信号触发 @ 12.42 ***; 主升浪高点: 17.00 (2025-11-13); 回调幅度: 26.94%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|002478|常宝股份|7.35|0|*** 止跌反弹买入信号触发 @ 7.35 ***; 主升浪高点: 8.85 (2025-11-10); 回调幅度: 16.95%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|002836|新宏泽|13.65|0|*** 止跌反弹买入信号触发 @ 13.65 ***; 主升浪高点: 16.08 (2025-11-20); 回调幅度: 15.11%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|300094|国联水产|4.16|0|*** 止跌反弹买入信号触发 @ 4.16 ***; 主升浪高点: 5.38 (2025-11-19); 回调幅度: 22.68%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|300427|红相股份|8.59|0|*** 止跌反弹买入信号触发 @ 8.59 ***; 主升浪高点: 10.29 (2025-11-19); 回调幅度: 16.52%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|300560|中富通|18.10|0|*** 止跌反弹买入信号触发 @ 18.10 ***; 主升浪高点: 22.91 (2025-11-19); 回调幅度: 21.00%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|300584|海辰药业|56.16|0|*** 止跌反弹买入信号触发 @ 56.16 ***; 主升浪高点: 69.14 (2025-11-17); 回调幅度: 18.77%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|300903|科翔股份|16.26|0|*** 止跌反弹买入信号触发 @ 16.26 ***; 主升浪高点: 21.33 (2025-11-13); 回调幅度: 23.77%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|603353|和顺石油|30.03|0|*** 止跌反弹买入信号触发 @ 30.03 ***; 主升浪高点: 34.24 (2025-11-19); 回调幅度: 12.30%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|603396|金辰股份|33.34|0|*** 止跌反弹买入信号触发 @ 33.34 ***; 主升浪高点: 38.90 (2025-11-19); 回调幅度: 14.29%; 买入仓位: 80%
2025-11-27 21:17:43|2025-11-27|rebound_a|603929|亚翔集成|58.33|0|*** 止跌反弹买入信号触发 @ 58.33 ***; 主升浪高点: 56.15 (2025-11-19); 回调幅度: -3.88%; 买入仓位: 80%
2025-11-28 20:19:53|2025-11-28|breakout_a|000788|北大医药|7.09|0|买入信号: 回踩确认 (价格=7.09 在MA5±区间内 (+2.9%), VCP: VCP-D, Score: 1.47)
2025-11-28 20:19:53|2025-11-28|breakout_a|000952|广济药业|9.38|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.66)
2025-11-28 20:19:53|2025-11-28|breakout_a|002187|广百股份|7.61|0|买入信号: 止损纠错 (价格=7.61 在MA5±区间内 (+6.8%), VCP: VCP-D, Score: 1.39)
2025-11-28 20:19:53|2025-11-28|breakout_a|002413|雷科防务|7.66|0|买入信号: 止损纠错 (价格=7.66 在MA5±区间内 (+7.3%), VCP: VCP-D, Score: 1.06)
2025-11-28 20:19:53|2025-11-28|breakout_a|002905|金逸影视|11.87|0|买入信号: 止损纠错 (价格=11.87 在MA5±区间内 (+3.9%), VCP: VCP-A, Score: 3.94)
2025-11-28 20:19:53|2025-11-28|breakout_a|002975|博杰股份|79.75|0|买入信号: 回踩确认 (价格=79.75 在MA5±区间内 (+3.1%), VCP: VCP-C, Score: 1.97)
2025-11-28 20:19:53|2025-11-28|breakout_a|300588|熙菱信息|30.88|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.53 (VCP 参考: VCP-C, Score: 1.95) ***
2025-11-28 20:19:53|2025-11-28|breakout_a|301111|粤万年青|22.84|6|买入信号:【快速通道】【B级】 (VCP: VCP-C, Score: 1.79)
2025-11-28 20:19:53|2025-11-28|breakout_a|301261|恒工精密|89.14|0|*** 二次确认信号已发出，解除观察模式，当前过热分: 0.58 (VCP 参考: VCP-C, Score: 2.04) ***
2025-11-28 20:19:53|2025-11-28|breakout_a|600776|东方通信|13.73|0|买入信号: 止损纠错 (价格=13.73 在MA5±区间内 (+2.7%), VCP: VCP-A, Score: 3.83)
2025-11-28 20:19:53|2025-11-28|breakout_a|688291|金橙子|36.90|0|买入信号: 回踩确认 (价格=36.90 在MA5±区间内 (+0.9%), VCP: VCP-C, Score: 1.86)
2025-11-28 20:19:53|2025-11-28|breakout_a|688433|华曙高科|61.84|0|买入信号: 止损纠错 (价格=61.84 在MA5±区间内 (+2.0%), VCP: VCP-D, Score: 1.40)
2025-11-28 20:24:00|2025-11-28|rebound_a|000833|粤桂股份|19.66|0|*** 止跌反弹买入信号触发 @ 19.66 ***; 主升浪高点: 24.22 (2025-11-14); 回调幅度: 18.83%; 买入仓位: 80%
2025-11-28 20:24:00|2025-11-28|rebound_a|000955|欣龙控股|7.06|0|*** 止跌反弹买入信号触发 @ 7.06 ***; 主升浪高点: 7.87 (2025-11-20); 回调幅度: 10.29%; 买入仓位: 80%
2025-11-28 20:24:00|2025-11-28|rebound_a|002309|中利集团|3.22|0|*** 止跌反弹买入信号触发 @ 3.22 ***; 主升浪高点: 4.22 (2025-11-13); 回调幅度: 23.70%; 买入仓位: 80%
2025-11-28 20:24:00|2025-11-28|rebound_a|002596|海南瑞泽|6.34|0|*** 止跌反弹买入信号触发 @ 6.34 ***; 主升浪高点: 5.20 (2025-11-18); 回调幅度: -21.92%; 买入仓位: 80%
2025-11-28 20:24:00|2025-11-28|rebound_a|002691|冀凯股份|8.76|0|*** 止跌反弹买入信号触发 @ 8.76 ***; 主升浪高点: 11.32 (2025-11-13); 回调幅度: 22.61%; 买入仓位: 80%
2025-11-28 20:24:00|2025-11-28|rebound_a|300483|首华燃气|15.95|0|*** 止跌反弹买入信号触发 @ 15.95 ***; 主升浪高点: 18.96 (2025-11-14); 回调幅度: 15.88%; 买入仓位: 80%
2025-11-28 20:24:00|2025-11-28|rebound_a|301201|诚达药业|47.94|0|*** 止跌反弹买入信号触发 @ 47.94 ***; 主升浪高点: 59.50 (2025-11-18); 回调幅度: 19.43%; 买入仓位: 80%
